,Entities,Labels,Position_Start,Position_End
5385,covid vaccine hesitancy study welldesigned crosssectional study targeting patient ibd biologic therapy evaluates factor associated hesitancy vaccinate vulnerable population addition study kuwait evaluate prevalence covid vaccination ibd patient relatively small sample size limitation,DISEASE,11043,11327
5391,cardiovascular event cf like angina pectoris myocardial infarction,DISEASE,149,215
5393,renal insufficiency,DISEASE,310,329
5395,dyslipidemia diabetes hypertension,DISEASE,538,572
5398,artery intimalmedial thickness,DISEASE,740,770
5401,coronary artery disease cerebrovascular stroke,DISEASE,867,913
5402,vascular calcification,DISEASE,920,942
5404,myocardial infarction angina pectoris,DISEASE,1172,1209
5405,cerebrovascular stroke,DISEASE,1265,1287
5406,ischemic attack intermittent claudication heart failure,DISEASE,1298,1353
5413,endothelial dysfunction,DISEASE,2732,2755
5418,infection malignancy,DISEASE,3350,3370
5423,absence diabetes mellitus,DISEASE,3734,3759
5427,intimalmedial thickness,DISEASE,4281,4304
5428,brachial artery dominant arm obtained arm supinated abducted diameter brachial artery measured cm antecubital fossa longitudinal plane cuff placed forearm cm scan area brachial artery diameter measured cardiac cycle rest baseline according,DISEASE,4531,4770
5429,hyperemia,DISEASE,4911,4920
5433,obstructive uropathy systemic lupus erythematosus,DISEASE,6254,6303
5434,glomerulonephritis obstructive uropathy recurrent urinary tract infection,DISEASE,6335,6408
5441,diabetes mellitus hypertension dyslipidemia,DISEASE,7253,7296
5442,proteinuria anemia inflammation,DISEASE,7327,7358
5443,endothelial dysfunction ckdmbd cardiovascular cv risk factor major accused,DISEASE,7359,7433
5453,brachial imt brachial fmd h crp correlated fr point agreed albert colleague conducted study middleaged men woman participant found participant lowest cardiovascular,DISEASE,8745,8909
5456,glomerulosclerosis,DISEASE,9320,9338
5457,capillary impairment,DISEASE,9366,9386
5458,vascular disease,DISEASE,9582,9598
5459,impaired vascular function,DISEASE,9635,9661
5461,vascular disease atherosclerosis,DISEASE,9976,10008
5489,coronavirus pneumonia severely critically ill,DISEASE,2840,2885
5490,cardiac surgeon,DISEASE,3027,3042
5494,vascular deformity,DISEASE,3280,3298
5506,acute hepatic injury,DISEASE,4486,4506
5511,nosocomial infection,DISEASE,5006,5026
5512,bacteremia pneumonia,DISEASE,5060,5080
5513,endotracheal aspirate bronchoalveolar lavage fluid blood sample h,DISEASE,5160,5225
5530,critically ill covid patient received,DISEASE,7783,7820
5536,hypertension diabetes mellitus,DISEASE,8418,8448
5541,abnormal cardiac status,DISEASE,8897,8920
5544,arterial lactic acid,DISEASE,9261,9281
5559,nosocomial pulmonary infection,DISEASE,10806,10836
5560,cardiac injury common type acute organ injury,DISEASE,10878,10923
5561,renal liver injury,DISEASE,10933,10951
5564,hemorrhagic complication,DISEASE,11052,11076
5565,pneumothorax,DISEASE,11083,11095
5567,organ dysfunction syndrome,DISEASE,11166,11192
5586,respiratory syndrome,DISEASE,12884,12904
5596,hypoxemic injury organ knowledge etiology progression dynamic effective therapy scarce early phase covid outbreak death,DISEASE,14010,14129
5605,alveolar microthrombi,DISEASE,14827,14848
5606,fibrinous exudate pulmonary hemorrhage,DISEASE,14958,14996
5608,airway obstruction,DISEASE,15041,15059
5610,type respiratory failure,DISEASE,15121,15145
5611,ventilation disorder disease,DISEASE,15163,15191
5627,covid subsequent coagulation activity massive microvascular thrombosis,DISEASE,16566,16636
5628,capillary secondary vasculitis,DISEASE,16656,16686
5630,covid ecmoinduced lymphopenia impaired immunity,DISEASE,16997,17044
5633,ventilatorassociated pneumonia,DISEASE,17615,17645
5653,misattributed dyspnea shortness breath,DISEASE,385,423
5660,acute respiratory syndrome coronavirus sarscov provoked global,DISEASE,1096,1158
5661,pandemia,DISEASE,1159,1167
5663,pneumonialike outburst,DISEASE,1259,1281
5665,coughing touching infected surface binding sarscov surface unit spike s glycoprotein cellular carboxypeptidase ace receptor required host cell entry cellular serine protease tmprss employed spike protein priming cleavage allows fusion viral cellular membrane viral spread infected host key player ace highly expressed intestinal tract kidney gallbladder heart testis,DISEASE,1471,1837
5668,cough breathlessness expectoration,DISEASE,2085,2119
5669,diarrhea nausea vomiting loss taste smell cutaneous eruption,DISEASE,2137,2197
5672,interstitial pneumonia acute respiratory distress syndrome,DISEASE,2357,2415
5673,extrapulmonary system dysfunction organ damage,DISEASE,2424,2470
5674,derangement hematologic digestive system sepsis septic shock death,DISEASE,2476,2542
5676,circulatory disease,DISEASE,2760,2779
5677,respiratory disease malignant neoplasm diabetes renal failure sepsis,DISEASE,2788,2856
5682,premature rupture,DISEASE,3515,3532
5683,placenta accreta premature labor preeclampsia,DISEASE,3542,3587
5684,fetal distress,DISEASE,3605,3619
5689,placenta infected,DISEASE,4010,4027
5699,respiratory muscle breathing,DISEASE,6287,6315
5700,uterine distension,DISEASE,6345,6363
5701,volume reduction chest height shortening turn lead elevation diaphragm resting position move upward alter thoracic configuration,DISEASE,6391,6519
5702,airway,DISEASE,6547,6553
5703,abdominal enlargement,DISEASE,6566,6587
5710,gestational anemia,DISEASE,7696,7714
5722,hypoxia hypoxemia,DISEASE,8084,8101
5727,happy apathetic hypoxia,DISEASE,8270,8293
5733,gasping death,DISEASE,8697,8710
5742,respiratory diverse neurological component modeling lung perfusion abnormality,DISEASE,9484,9562
5745,fetus newborn infected,DISEASE,9710,9732
5748,misattributed dyspnea,DISEASE,10247,10268
5753,dypsnea,DISEASE,10451,10458
5754,gestational rhinitis,DISEASE,10673,10693
5765,misattributed dyspnea hypoxia,DISEASE,11954,11983
5774,arizona,DISEASE,14256,14263
5784,hypoxia dyspnea,DISEASE,16103,16118
5785,covid fever sore cough dyspnea abdominal pain diarrhea,DISEASE,124,178
5788,lung disease cardiovascular disease,DISEASE,394,429
5790,loss smell taste sensation,DISEASE,472,498
5791,premature atherosclerosis,DISEASE,749,774
5794,covid coinfection people hiv plhiv data hivaids prevalent disease,DISEASE,1214,1279
5801,covid associated multisystem inflammation,DISEASE,1836,1877
5804,intravascular coagulation thrombotic microangiopathy,DISEASE,2160,2212
5806,alveolar damage,DISEASE,2374,2389
5808,endothelial damage damage,DISEASE,2465,2490
5810,alveolar endothelial damage,DISEASE,2659,2686
5811,pulmonary thrombosis,DISEASE,2725,2745
5812,acute pulmonary embolus,DISEASE,2852,2875
5813,venous thrombosis dvt cancer,DISEASE,2885,2913
5822,cardiovascular system coinfection hiv sarscov ssa population big load lead higher menace cardiovascular health,DISEASE,3445,3555
5823,course disease,DISEASE,4097,4111
5828,covid infected plhiv art hiv negative comorbidity,DISEASE,4864,4913
5830,infected hiv art,DISEASE,5465,5481
5831,coinfections hiv tuberculosis,DISEASE,5712,5741
5835,coinfections hiv disease,DISEASE,7105,7129
5836,hiv infection,DISEASE,7164,7177
5840,hypertension diabetes mellitus dyslipidemia renal impairment inflammation,DISEASE,7628,7701
5843,fibrous structure trunk arm leg calculating mean sat thickness,DISEASE,8403,8465
5844,hyperaemia,DISEASE,10115,10125
5845,atheromatous vascular disease imt biomarker arterial wall thickening,DISEASE,10449,10517
5847,coronary heart disease,DISEASE,10624,10646
5848,artery imt,DISEASE,10762,10772
5850,abnormal evaluation carotid imt carried quality intimamedia thickness qimt software th qimt software enables automatic measurement intimamedia thickness,DISEASE,11292,11444
5851,aortic stiffness,DISEASE,11524,11540
5853,hypertension atherosclerosis,DISEASE,12762,12790
5855,disc diameter optic disc margin final calculation related average diameter arteriole venule retina presented central retinal arteriolar equivalent crae central retinal venular equivalent crve respectively analysis retinal microvasculature pattern feature,DISEASE,13395,13649
5856,tortuosity,DISEASE,13650,13660
5859,covid coagulation,DISEASE,14779,14796
5864,coinfection hiv sarscov sample size,DISEASE,16045,16080
5865,covid hiv association cardiovascular disease,DISEASE,17301,17345
5875,covid contagious respiratory disease,DISEASE,0,36
5882,system compliance disease,DISEASE,1654,1679
5897,compliance disease,DISEASE,9952,9970
5898,inflammation edema lung increase,DISEASE,9980,10012
5902,edema infected lung lpsinduced,DISEASE,10244,10274
5910,diabetes communityacquired pneumonia,DISEASE,89,125
5920,candidiasis escherichia,DISEASE,3782,3805
5921,haemophilus influenzae klebsiella pneumoniae legionella nonspecified streptococcus gramnegative bacteria,DISEASE,3811,3915
5922,aeruginosa staphylococcus aureus streptococcus pneumonia influenza virus virus icd code supplementary table s psm method create subpopulation,DISEASE,3928,4069
5923,diabetes status,DISEASE,6474,6489
5924,haemophilus influenzae influenza virus streptococcus pneumoniae virus,DISEASE,6560,6629
5929,peripheral vascular disease cerebrovascular disease copd peptic ulcer liver disease,DISEASE,8916,8999
5930,renal disease cancer metastatic cancer,DISEASE,9020,9058
5931,immune deficiency syndrome,DISEASE,9068,9094
5932,congestive heart failure dementia rheumatoid disease,DISEASE,9099,9151
5933,legionella nonspecified streptococcus gramnegative bacteria,DISEASE,9477,9536
5934,aureus,DISEASE,9552,9558
5935,myocardial infarction congestive heart failure cerebrovascular disease dementia hemiplegia paraplegia renal disease cancer,DISEASE,9804,9926
5940,ihm,DISEASE,10081,10084
5942,aging lowseverity,DISEASE,11051,11068
5959,pneumonia organ dysfunction,DISEASE,13450,13477
5974,increase streptococcus pneumoniae frequency recent review found spain reported highest incidence rate hospitalized pneumococcal cap europe de miguel analyzed national laboratory data invasive,DISEASE,14945,15136
5985,status obesity,DISEASE,18075,18089
5993,admission communityacquired pneumonia,DISEASE,19427,19464
5994,europeo de desarrollo regional feder una manera de hacer europa grant pi data availability statement according contract signed spanish ministry health social service,DISEASE,19647,19812
5996,covid affect respiratory tract lung involvement system cardiovascular renal system neurological system reported majority patient covid,DISEASE,202,336
5997,headache stroke epilepsy encephalitis hypogeusia neuralgia neurological sign covid guillainbarr syndrome,DISEASE,393,497
5998,category polyneuropathies,DISEASE,501,526
5999,ascending motor impairment,DISEASE,534,560
6000,sensory disturbance,DISEASE,573,592
6001,muscle radicular pain,DISEASE,619,640
6002,polyneuropathy,DISEASE,690,704
6003,acute motor axonal neuropathy,DISEASE,710,739
6005,acute ophthalmoplegia gait ataxia areflexia,DISEASE,785,828
6006,viral autoimmune neuropathy,DISEASE,940,967
6007,flulike illness,DISEASE,984,999
6010,lower extremity weakness,DISEASE,1337,1361
6013,fever cough,DISEASE,1491,1502
6014,decreased urine vomiting day bowel bladder dysfunction,DISEASE,1503,1557
6015,upper extremity normal lower bilaterally tone lower extremity flaccid,DISEASE,1639,1708
6022,weakness,DISEASE,2251,2259
6024,respiratory neurological manifestation,DISEASE,2333,2371
6025,neurological complication,DISEASE,2440,2465
6026,covid neurological manifestation,DISEASE,2477,2509
6031,ambulation failure,DISEASE,3121,3139
6032,paresthesia,DISEASE,3282,3293
6033,myositis,DISEASE,3363,3371
6036,acute respiratory syndrome coronavirus sarscov highly contagious,DISEASE,241,305
6038,muscle pain fatigue anosmia,DISEASE,384,411
6041,respiratory failure thromboembolic,DISEASE,673,707
6042,intravascular coagulopathy sepsis,DISEASE,729,762
6048,myocardial vascular damage,DISEASE,1594,1620
6049,lymphocytopenia leukopenia thrombocytopenia,DISEASE,1634,1677
6053,respiratory infection covid pneumonia,DISEASE,2039,2076
6060,respiratory disease cough respiratory distress inability,DISEASE,4039,4095
6062,respiratory disease cough respiratory distress,DISEASE,4223,4269
6064,acute respiratory infection cough respiratory distress,DISEASE,4358,4412
6065,respiratory infection failure,DISEASE,4454,4483
6076,covid pneumonia covid pneumonia,DISEASE,7249,7280
6079,cough fever shortness,DISEASE,7597,7618
6080,fatigue headache anosmia,DISEASE,7627,7651
6091,coronaviruses infection,DISEASE,10751,10774
6094,covid disease chen,DISEASE,11483,11501
6103,covid pneumonia earlystage,DISEASE,12788,12814
6104,zhang,DISEASE,12959,12964
6107,covid infection chest,DISEASE,14610,14631
6110,acute respiratory syndrome coronavirus sarscov led global pandemic,DISEASE,34,100
6113,selflimiting,DISEASE,224,236
6119,fibroproliferative disease,DISEASE,491,517
6121,coagulopathic,DISEASE,623,636
6122,fibrosis lung damage,DISEASE,678,698
6124,covid covid pneumonitis,DISEASE,927,950
6126,respiratory system multisystem,DISEASE,1023,1053
6127,cardiovascular coagulation gastrointestinal system disturbance,DISEASE,1070,1132
6128,primary pulmonary disease,DISEASE,1142,1167
6130,covid breathlessness,DISEASE,1309,1329
6132,breathlessness subjective multifactorial respiratory,DISEASE,1378,1430
6133,respiratory complication sarscov infection,DISEASE,1466,1508
6139,abnormal chest xray finding acute infection,DISEASE,3085,3128
6140,chest xray abnormality,DISEASE,3265,3287
6142,radiological abnormality,DISEASE,3798,3822
6143,cardiopulmonary musculoskeletal function,DISEASE,3930,3970
6151,abnormal chest xray finding time study participation binary logistic regression model adjusted confounding variable age sex clinical frailty score result reported b coefficient odds ratio or confidence interval ci corresponding p value linear model examined multicollinearity computing variance inflation factor visually examining residualversusfit plot sarscov diagnosed patient institution month period march total managed outpatient setting admitted characteristic cohort given disease,DISEASE,5229,5717
6153,chest xray abnormal chest xray,DISEASE,6127,6157
6155,atelectasis,DISEASE,6267,6278
6156,chest xray,DISEASE,6346,6356
6157,xray abnormality,DISEASE,6791,6807
6163,abnormal chest xray finding inflammatory marker followup associated reduced distance covered b coefficient ci p increased mb score b coefficient ci p,DISEASE,7498,7647
6173,acute illness,DISEASE,9265,9278
6179,systemic ill,DISEASE,9735,9747
6181,myalgia weakness depression,DISEASE,10069,10096
6195,persistence ill health sarscov infection,DISEASE,11909,11949
6202,respiratory failure cardiac vascular damage,DISEASE,462,505
6207,covid sequela,DISEASE,1135,1148
6213,cardiovascular respiratoryrelated,DISEASE,4345,4378
6219,cardiovascular outcome myocardial infarction heart failure stroke respiratory condition pneumonia hypoxemia acute respiratory distress syndrome,DISEASE,4673,4816
6231,respiratory cardiovascular,DISEASE,7164,7190
6232,covid death respiratory cardiovascular cause,DISEASE,7201,7245
6238,covid cause respiratory cardiovascular death,DISEASE,7810,7854
6241,respiratory cardiovascular death,DISEASE,8283,8315
6255,clotting disorder death,DISEASE,10326,10349
6256,clotting disorder,DISEASE,10359,10376
6257,thrombosis venous thromboembolism pulmonary embolism,DISEASE,10395,10447
6265,dyspnea hypoxia,DISEASE,556,571
6266,hyperinflammation syndrome multiple organ dysfunction,DISEASE,624,677
6268,myocardial damage cardiovascular system patient presenting abnormality,DISEASE,796,866
6270,disease greater neuromuscular affect,DISEASE,914,950
6272,inflammatory damage muscle cell ccbynd international available authorfunder granted display perpetuity holder version posted httpsdoiorg addition covid known regardless specific pathological process physical inactivity,DISEASE,1039,1257
6273,muscle fiber atrophy,DISEASE,1276,1296
6274,atrophy,DISEASE,1345,1352
6275,myopathy,DISEASE,1446,1454
6276,dysfunction loss individual muscle fiber located motor unit result multisystemic,DISEASE,1462,1542
